prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max,weighted_z_score,winmax_weighted_z_score,weighted_p_value,weighted_prediction,weighted_confidence,avg_kl,avg_delta,avg_entropy,avg_p_green_mass,gate_pass_rate,avg_candidate_size,candidate_top_p,kl_epsilon,ppl_num_scored_tokens,ppl_nll_sum,ppl_avg_nll,ppl
210,Current Adaptive Delta,adaptive,0.5,3.0,"Police in Northern Ireland say two police officers narrowly escaped being killed in a landmine attack in Co Fermanagh at the weekend. Details of the incident, which happened on Saturday, were only released by the PSNI this afternoon. A land","mine blast in Co Fermanagh killed two police officers. Police are currently investigating another blast in Co Fermanagh, which left a man dead and one person seriously injured. The blast occurred in Co Fermanagh in Co Derry. The PSNI said the two officers reported that they were being attacked on Friday evening and they believe the two died immediately. The PSNI said that the two injured officers were taken to the hospital. However, people who live in Co Derry and the area have",99,49,0.494949494949495,5.628510875900897,9.088602153646789e-09,Watermarked,0.9999999909113978,83,0.5903614457831325,0.8536585365853658,0.40963855421686746,1.8107489776611327,1.6180340051651,2.2633748054504395,6.5108844039423674,6.5108844039423674,3.7354810779417534e-11,True,0.9999999999626452,,,0.24472231679288362,0.3178960661916062,0.83,269.43,,,100,176.73776245,1.76737762,5.85547795
211,No Watermark,,,,"WASHINGTON – Secretary of State Colin Powell (search) has been evasive about his future, skirting questions about the timing of his widely expected departure after four rough-and-tumble years as America&apos;s chief diplomat. In"," a series of tweets Saturday, Powell described how his recent departure, he says, was thought to be ""not intended to be a political decision,"" but instead to be a strategic one.

""I have no intent to resign – but I will need to respond to the reported timing of my departure,"" he tweeted Saturday morning.

Powell also complained that recent events ""created a clear and present danger"" for the U.S. and its allies, noting that the U.S.",99,17,0.1717171717171717,-1.7988024448755444,0.9639750317669002,Human/Unwatermarked,0.0,78,0.6923076923076923,0.922077922077922,0.3076923076923077,,,,-2.1432042614257405,0.06255673359438373,0.9839516498692251,False,0.0,,,0.2816886659780091,0.2890861629089341,0.86,408.97,,,100,205.65048218,2.05650482,7.81859462
211,Fixed Delta 1.864,1.864,,,"WASHINGTON – Secretary of State Colin Powell (search) has been evasive about his future, skirting questions about the timing of his widely expected departure after four rough-and-tumble years as America&apos;s chief diplomat. In"," a letter sent on Saturday, Powell described a series of flaws in his leadership that likely would have left him in peril if he left the post for the first time in his 26-year career.

Powell acknowledged that the administration is trying to make life “more manageable” for his successor,” and that the president must do the right thing. He said that the administration would not be “trying to play a role in the administration’s decision to pull out",99,59,0.5959595959595959,7.949546288643535,9.359791413521555e-16,Watermarked,0.9999999999999991,81,0.6790123456790124,0.925,0.32098765432098764,1.864,1.864,1.864,,,,,,,,,,,,,,100,205.91490173,2.05914902,7.83929587
211,Current Adaptive Delta,adaptive,0.5,3.0,"WASHINGTON – Secretary of State Colin Powell (search) has been evasive about his future, skirting questions about the timing of his widely expected departure after four rough-and-tumble years as America&apos;s chief diplomat. In"," a letter to Congress on June 14, Powell told the Senate, he&rsquo;d hope to be in Europe in the next six to seven months. He told lawmakers that he&rsquo;d hope to return to the West Coast later this month.

Powell has said he’ll be “driven,” at least until a replacement is found and the administration&rsquo;s plans for his departure for lack of clear documentation of the material",99,50,0.5050505050505051,5.86061441717516,2.305788288019096e-09,Watermarked,0.9999999976942117,74,0.7027027027027027,0.9452054794520548,0.29729729729729726,1.8290278816223144,1.6180340051651,2.452094554901123,8.737459698463915,8.737459698463915,1.192053509800226e-18,True,1.0,,,0.24145084610839984,0.33848978016059844,0.73,308.83,,,100,197.23040771,1.97230408,7.18721733
212,No Watermark,,,,Former Ulster Unionist leader Sir Reg Empey has claimed that Sinn Fein’s demand for an Irish language act is “less about recognition and more about trying to impose an ideology that decades of brutal terror could not”. The," Sinn Fein leader said that the Irish language deal was on the cards and that the Irish language should be recognised, but that “the culture of the state of Ireland is simply not good enough”.",41,15,0.36585365853658536,1.7131723058681212,0.04334042247334684,Human/Unwatermarked,0.0,35,0.7428571428571429,0.8823529411764706,0.2571428571428571,,,,1.3243042901913094,1.4899446836512866,0.09270100313761914,False,0.0,,,0.30337788409922506,0.38380968003045945,0.8571428571428571,615.8095238095239,,,41,79.41318512,1.93690695,6.93726049
212,Fixed Delta 1.864,1.864,,,Former Ulster Unionist leader Sir Reg Empey has claimed that Sinn Fein’s demand for an Irish language act is “less about recognition and more about trying to impose an ideology that decades of brutal terror could not”. The," Irish language act would be “less about recognition and more about trying to impose an ideology that decades of brutal terror could not”. The Irish language act is currently being pursued by the Ireland and Northern Ireland Executive Commissioners for the Irish language Act, which the Sinn Fein leadership hopes to hold back in order to avoid falling into a legal trap with its language act. The Irish language act is one of the first ever legislation to be used to hold back the imposition of an Irish language act. The Irish",99,63,0.6363636363636364,8.87796045374059,3.4048719575050004e-19,Watermarked,1.0,92,0.6086956521739131,0.8241758241758241,0.3913043478260869,1.864,1.864,1.864,,,,,,,,,,,,,,100,171.17422485,1.71174225,5.53860270
212,Current Adaptive Delta,adaptive,0.5,3.0,Former Ulster Unionist leader Sir Reg Empey has claimed that Sinn Fein’s demand for an Irish language act is “less about recognition and more about trying to impose an ideology that decades of brutal terror could not”. The," Irish language act would be “less about recognition and more about trying to impose an ideology that decades of brutal terror could not”. The Irish language act is likely to be significantly undermined by Sinn Fein’s political leadership – after Cathal Doherty resigned from the Sinn Fein leadership last year.
“The language act is much more about recognition and more about trying to impose an ideology that decades of brutal terror could not,” Mr Empey said. He noted the lack",99,49,0.494949494949495,5.628510875900897,9.088602153646789e-09,Watermarked,0.9999999909113978,80,0.5875,0.7215189873417721,0.4125,1.7705580961704255,1.6180340051651,2.4473960399627686,8.595759727339523,8.595759727339523,4.135785610557586e-18,True,1.0,,,0.17523906644640808,0.5607780242105946,0.54,341.46,,,100,133.32650757,1.33326508,3.79340896
213,No Watermark,,,,Have you ever muttered the words &apos;my precious&apos; in a sinister tone? Mistaken an elderly gentleman with a giant white beard as Gandalf? Or bellowed &apos;you shall not pass!&apos,";?&apos;?

What did you say?

“As for you, my dear, I’ve often wondered whether you were simply mistaken or if you were just plain wrong. I shall tell you about the first time I heard you speak. It was in a meeting” (“Brah, you’re a fool!”).

“I have no memory of this meeting, sir,” said the old man",99,28,0.2828282828282828,0.7543365091413573,0.22532359255077888,Human/Unwatermarked,0.0,60,0.7833333333333333,0.9830508474576272,0.21666666666666667,,,,-0.04316841379271838,1.3088605557410584,0.5172163581256042,False,0.0,,,0.2964589565641442,0.3378879963979125,0.82,651.76,,,100,185.95147705,1.85951477,6.42062054
213,Fixed Delta 1.864,1.864,,,Have you ever muttered the words &apos;my precious&apos; in a sinister tone? Mistaken an elderly gentleman with a giant white beard as Gandalf? Or bellowed &apos;you shall not pass!&apos,";?&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;”

YOU’RE ALL ABOUT THE CUTE BUTTS

Since Gandalf is Gandalf, everybody should wear an awesome butt. Not everyone, because it’",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,36,0.5833333333333334,0.6285714285714286,0.41666666666666663,1.864,1.864,1.864,,,,,,,,,,,,,,100,124.47901917,1.24479019,3.47220623
213,Current Adaptive Delta,adaptive,0.5,3.0,Have you ever muttered the words &apos;my precious&apos; in a sinister tone? Mistaken an elderly gentleman with a giant white beard as Gandalf? Or bellowed &apos;you shall not pass!&apos,";?&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;&apos;”

YOU’RE ALL ABOUT THE CUTE BUTTS

&apos;&apos;&apos;&apos;&apos;&",99,53,0.5353535353535354,6.556925040997952,2.7464302917418046e-11,Watermarked,0.9999999999725357,27,0.2962962962962963,0.34615384615384615,0.7037037037037037,1.7225936043262482,1.6180340051651,2.333615303039551,6.200839132858707,6.517923394662036,2.808144896346249e-10,True,0.9999999997191855,,,0.11878152742145628,0.7918533956818282,0.37,335.37,,,100,70.59878540,0.70598785,2.02584694
214,No Watermark,,,,"As royal newlyweds, Prince Harry and Meghan Markle have to walk a careful line: while they’ve often proved themselves to be affectionate partners, royal protocol dictates that sometimes they have to scale back their public displays of affection."," But Prince Harry and Meghan Markle have made it clear, and they’re clearly taking a cautious approach.
Wedding pictures show Prince Harry and Meghan Markle embracing as they walk in front of their Sussexes at the Windsor Castle wedding at Windsor Castle on March 1, 2020 in Windsor, British Columbia, Canada. (Photo by Hiroshi Sasaki/Getty Images)
Before Harry and Meghan met, they showed no reservations about their relationship.
In March 2019,",99,33,0.3333333333333333,1.9148542155126762,0.027755549048935523,Human/Unwatermarked,0.0,73,0.726027397260274,0.9027777777777778,0.273972602739726,,,,0.1671479755004646,1.0967303883541364,0.4336268089805719,False,0.0,,,0.23250526946535502,0.3413903402350843,0.71,363.25,,,100,171.55966187,1.71559662,5.55999172
214,Fixed Delta 1.864,1.864,,,"As royal newlyweds, Prince Harry and Meghan Markle have to walk a careful line: while they’ve often proved themselves to be affectionate partners, royal protocol dictates that sometimes they have to scale back their public displays of affection."," But now the queen has set out to make sure Harry and Meghan are fairly transparent about their relationship and the public’s reaction to their big day.

Over at BBC News, Meghan and Harry are about to embark on their new royal life, with their Queen Elizabeth, the Duchess of Cornwall’s daughter-in-law. The couple say they’re looking forward to spending more time together, which should provide a good place for Harry and Meghan to share material",99,51,0.5151515151515151,6.092717958449424,5.550477317542801e-10,Watermarked,0.9999999994449522,81,0.7407407407407407,0.975,0.2592592592592593,1.864,1.864,1.864,,,,,,,,,,,,,,100,200.06991577,2.00069916,7.39422402
214,Current Adaptive Delta,adaptive,0.5,3.0,"As royal newlyweds, Prince Harry and Meghan Markle have to walk a careful line: while they’ve often proved themselves to be affectionate partners, royal protocol dictates that sometimes they have to scale back their public displays of affection."," But now the two men have to navigate a delicate line that could soon be challenging if they’re to marry at all.

Royal wedding: Harry and Meghan will both be married to Prince Harry and Meghan Markle. Photograph: Getty Images

Royal wedding: Harry and Meghan will’re both married to Prince Harry and Meghan Markle. Photograph: Getty Images

Royal wedding: Harry and Meghan will’re both married to Prince Harry and Me",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,73,0.4931506849315068,0.5972222222222222,0.5068493150684932,1.7927017974853516,1.6180340051651,2.4272232055664062,8.45719594742304,8.45719594742304,1.3694174356210933e-17,True,1.0,,,0.19438911627025138,0.5315081384475343,0.55,358.05,,,100,129.64826965,1.29648270,3.65641331
215,No Watermark,,,,"As the crow flies Denniff’s Cottage on Ringarogey island in Roaring Water Bay is just a few minutes’ boat ride to Baltimore, Co Cork. In contrast, the scenic route is by car, a journey time"," of only 3 hours.

To better prepare for the long journey to Baltimore, Denniff (not to be confused with Denniff) has taken a boat journey from Roaring Water Bay to Baltimore. The boat journey takes approximately 15-15 minutes to complete.

Denniff’s Cottage is situated on Ringarogey Island, a small island on Ringarogey in Co Cork. It is an island with a large parking lot, approximately 15-15 minutes�",99,29,0.29292929292929293,0.9864400504156211,0.1619586099219501,Human/Unwatermarked,0.0,70,0.6571428571428571,0.9130434782608695,0.34285714285714286,,,,1.030094154867108,2.527543973851831,0.1514829044166902,False,0.0,,,0.26835799157631884,0.3573150529526174,0.78,592.13,,,100,175.32727051,1.75327271,5.77346664
215,Fixed Delta 1.864,1.864,,,"As the crow flies Denniff’s Cottage on Ringarogey island in Roaring Water Bay is just a few minutes’ boat ride to Baltimore, Co Cork. In contrast, the scenic route is by car, a journey time"," added from 20 hours to 60 hours.

In fact, there are a lot more than a hundred knots of flying in the afternoon sky, which means you have plenty of opportunities to enjoy the scenery while still having time to explore the area.

You’ll be prompted with plenty of photographs,” said Mr. Kavanagh of the company.

“We also have well-known bird photographers and a vast amount of nature photography,” said Mr. K",99,64,0.6464646464646465,9.110063995014853,4.116669580158606e-20,Watermarked,1.0,74,0.7567567567567568,0.9726027397260274,0.2432432432432432,1.864,1.864,1.864,,,,,,,,,,,,,,100,243.41386414,2.43413864,11.40598983
215,Current Adaptive Delta,adaptive,0.5,3.0,"As the crow flies Denniff’s Cottage on Ringarogey island in Roaring Water Bay is just a few minutes’ boat ride to Baltimore, Co Cork. In contrast, the scenic route is by car, a journey time"," added from 20 hours to 60 hours.

In fact, there are a lot more options for people on Ringarogey. The weather is pleasant and it is most conducive to spending an afternoon somewhere. The island has lots of cool weather, the woods are dry, and the dry summers are not too harsh either. The island has plenty of gardens to enjoy, and the water runs through the river in its own right. The island offers a great opportunity for kayakers, recreational boaters, and",99,64,0.6464646464646465,9.110063995014853,4.116669580158606e-20,Watermarked,1.0,83,0.6987951807228916,0.9512195121951219,0.3012048192771084,1.9633661222457885,1.6180340051651,2.5094335079193115,10.00354871658679,10.00354871658679,7.351582330801851e-24,True,1.0,,,0.3328533633666045,0.29242901362478735,0.88,796.6,,,100,258.03802490,2.58038025,13.20215731
216,No Watermark,,,,"Reince Priebus, the Republican National Committee chairman, entered a lobby elevator at Trump Tower on Fifth Avenue in New York on Saturday. President-elect Donald Trump on Sunday said he would deport 2 million to 3 million undocumented immigrants when he takes office,"," but added he would be open to the deal.

At the White House, Trump said he was ""happy"" to have a man who could ""do things.""

""I'm going to be very, very happy with a man who can make things happen. That's what we need,"" he said.

White House press secretary Sarah Huckabee Sanders said Saturday that ""the president and I will sign an executive order to deport all people who come into the United States illegally.""

",99,26,0.26262626262626265,0.29012942659282975,0.38585861217276185,Human/Unwatermarked,0.0,77,0.7402597402597403,0.9605263157894737,0.2597402597402597,,,,-1.1290742793097093,1.4955525686974864,0.8705667497678011,False,0.0,,,0.24210214597914018,0.3746664565894753,0.84,226.94,,,99,173.85052490,1.75606591,5.78961565
216,Fixed Delta 1.864,1.864,,,"Reince Priebus, the Republican National Committee chairman, entered a lobby elevator at Trump Tower on Fifth Avenue in New York on Saturday. President-elect Donald Trump on Sunday said he would deport 2 million to 3 million undocumented immigrants when he takes office,"," but added he would not stop the deportation debate until he gets rid of the administration’s illegal immigration policies.

Wendell Walker, chairman of the Senate Intelligence Committee, said in a letter sent to Trump by a Senator from Wisconsin on Saturday that the president should not be “put in a” position by making the wall, which Trump said would cost $3.5 billion over 10 years, the first wall ever constructed in the US.

“I’",99,59,0.5959595959595959,7.949546288643535,9.359791413521555e-16,Watermarked,0.9999999999999991,76,0.7631578947368421,0.9733333333333334,0.23684210526315785,1.864,1.864,1.864,,,,,,,,,,,,,,100,211.83457947,2.11834579,8.31736747
216,Current Adaptive Delta,adaptive,0.5,3.0,"Reince Priebus, the Republican National Committee chairman, entered a lobby elevator at Trump Tower on Fifth Avenue in New York on Saturday. President-elect Donald Trump on Sunday said he would deport 2 million to 3 million undocumented immigrants when he takes office,"," which means only 2.5 million immigrants have legal status.

""It's a great opportunity for us to make sure that the two million immigrants who are in the country will have a real opportunity to come to America,"" he said.

""It's a great opportunity for us to make sure that the two million immigrants who are in the country will have a real opportunity to come to America,"" he added.

The president has said he would step down from the post of the executive",99,58,0.5858585858585859,7.717442747369271,5.934340569241363e-15,Watermarked,0.9999999999999941,84,0.5,0.6506024096385542,0.5,1.7732801282405852,1.6180340051651,2.3070452213287354,7.4954392253726,7.4954392253726,3.3038358187298825e-14,True,0.9999999999999669,,,0.20802499604284044,0.387387978611514,0.71,183.53,,,100,138.79275513,1.38792755,4.00653810
217,No Watermark,,,,A broken speed camera in Leeds is flashing drivers who pass through it travelling at BELOW the speed limit. The speed camera on York Road in Killinbeck Leeds has a 40mph speed limit. But the camera has malfunctioned and drivers have contacted," the police to report it.

It is on York Road in Killinbeck Leeds, near the Firth of Forth.

Police are appealing for anyone who has been driving within the area of the speed camera since the incident.

Anyone with information is urged to contact Crimestoppers anonymously on 0800 555 111.

The incident occurred at around 9.45am on Tuesday August 18.

Anyone with any information is asked to contact police on 101.",97,25,0.25773195876288657,0.17586311452816478,0.4302007419988762,Human/Unwatermarked,0.0,72,0.6944444444444444,0.9436619718309859,0.3055555555555556,,,,0.7929637691407417,2.137137018189411,0.21389946599869908,False,0.0,,,0.20521663094479703,0.3250151180605195,0.7040816326530612,316.9387755102041,,,97,127.41042328,1.31350952,3.71920345
217,Fixed Delta 1.864,1.864,,,A broken speed camera in Leeds is flashing drivers who pass through it travelling at BELOW the speed limit. The speed camera on York Road in Killinbeck Leeds has a 40mph speed limit. But the camera has malfunctioned and drivers have contacted," Police to apologise. The sign reads 'Speeding on York Road'. Picture: Facebook/YorkshireRoad

Latest information from the police said the sign went up and the driver was collected by officers.",41,26,0.6341463414634146,5.680518698404823,6.714343486914219e-09,Watermarked,0.9999999932856565,30,0.8333333333333334,0.9655172413793104,0.16666666666666663,1.864,1.864,1.864,,,,,,,,,,,,,,41,106.06407166,2.58692858,13.28889305
217,Current Adaptive Delta,adaptive,0.5,3.0,A broken speed camera in Leeds is flashing drivers who pass through it travelling at BELOW the speed limit. The speed camera on York Road in Killinbeck Leeds has a 40mph speed limit. But the camera has malfunctioned and drivers have contacted," Police to apologise. The sign reads 'Speeding on York Road'. Picture: PA Images/Sukhae Baat
A man has been charged with contravening the speed limit in Leeds.
Share Email this article to a friend To send a link to this page you must be logged in.
Yorkshire Road is at average speeds of 20mph. Picture: PA York Road is at average speeds of 20mph. Picture: PA York Road is at average speeds of 20mph.",99,52,0.5252525252525253,6.324821499723688,1.2676273926722297e-10,Watermarked,0.9999999998732373,74,0.6216216216216216,0.7671232876712328,0.3783783783783784,1.7711937499046326,1.6180340051651,2.5956318378448486,7.757921704924817,7.757921704924817,4.316620948373832e-15,True,0.9999999999999957,,,0.16928023743011372,0.5895226138830185,0.52,493.19,,,100,136.07649231,1.36076492,3.89917473
218,No Watermark,,,,"What are neutrophils and what do they do? Neutrophils are a type of white blood cell that helps heal damaged tissues and resolve infections. Neutrophil blood levels increase naturally in response to infections, injuries, and other types"," of shock. The immune system can respond better to these types of microorganisms than cells from other tissues (e.g. blood and blood cells) do.

Neutrophil cells are not immune cells, but they are essential for the functioning of the immune system. Neutrophil cells are not immune cells, but they are essential for the functioning of the immune system.

Neutrophil cells are not immune cells, but they are essential for the functioning of the immune",99,26,0.26262626262626265,0.29012942659282975,0.38585861217276185,Human/Unwatermarked,0.0,75,0.4,0.5405405405405406,0.6,,,,1.192166249159513,2.509978108313583,0.11659803222717763,False,0.0,,,0.19211171548487405,0.5240838042460382,0.57,338.29,,,100,110.01193237,1.10011932,3.00452451
218,Fixed Delta 1.864,1.864,,,"What are neutrophils and what do they do? Neutrophils are a type of white blood cell that helps heal damaged tissues and resolve infections. Neutrophil blood levels increase naturally in response to infections, injuries, and other types"," of diseases, which can spread to other tissues and organs. Neutrophils are thought to help prevent, treat, or prevent and diagnose infections in patients who develop infection. Neutrophils may also play a role in other important tissues, including tissue repair and healing.

Neutrophils are a type of white blood cell that helps heal damaged tissues and resolve infections. Neutrophils may also play a role in other important tissues, including tissue repair and healing. Neutroph",99,62,0.6262626262626263,8.645856912466327,2.6701500224408945e-18,Watermarked,1.0,74,0.5945945945945946,0.7808219178082192,0.4054054054054054,1.864,1.864,1.864,,,,,,,,,,,,,,100,118.84626007,1.18846260,3.28203153
218,Current Adaptive Delta,adaptive,0.5,3.0,"What are neutrophils and what do they do? Neutrophils are a type of white blood cell that helps heal damaged tissues and resolve infections. Neutrophil blood levels increase naturally in response to infections, injuries, and other types"," of diseases, which can spread to other tissues and organs. Neutrophils are thought to help prevent, treat, or prevent and diagnose infections in patients who develop infection. Neutrophils are not immune cells; they are not immortal. Neutrophils are a type of neutrophil. A neutrophil is a type of cell that produces, or stores, neutrophils. A neutrophil is a type of cell that produces, or stores, neutrophils. A",99,59,0.5959595959595959,7.949546288643535,9.359791413521555e-16,Watermarked,0.9999999999999991,67,0.5522388059701493,0.7424242424242424,0.4477611940298507,1.8081578528881073,1.6180340051651,2.3791375160217285,8.882346296329787,8.882346296329787,3.273233341309815e-19,True,1.0,,,0.22478606409019916,0.43522676440887154,0.69,300.11,,,100,146.52131653,1.46521317,4.32846582
219,No Watermark,,,,How refreshing! Republicans in Pennsylvania are looking at the impacs of the Marcellus Shale play and trying to come up with honest solutions for dealing with possible problems. One solution: a natural gas tax. This might help take care of the roads," and bridges in Trenton and Mercer counties. I agree that, as a former state representative, this is a problem, but I also agree that the gas tax is a good solution. It gives us a fair and reasonable amount of revenue.

As a member of the Republican Party, I agree with this statement:

There’s nothing wrong with a small budget, but I also hate spending more money on infrastructure.

The only reason I support this bill is because of this",99,23,0.23232323232323232,-0.4061811972299616,0.6576952657166102,Human/Unwatermarked,0.0,81,0.6666666666666666,0.925,0.33333333333333337,,,,-1.0938213199128353,0.5647924934334483,0.8629833241639181,False,0.0,,,0.29670024225692776,0.2966671544034034,0.9,476.26,,,100,204.01190186,2.04011902,7.69152458
219,Fixed Delta 1.864,1.864,,,How refreshing! Republicans in Pennsylvania are looking at the impacs of the Marcellus Shale play and trying to come up with honest solutions for dealing with possible problems. One solution: a natural gas tax. This might help take care of the roads," and bridges in Trenton.

Why not try and take action to raise taxes on oil? (not to mention all the industries that employ the same companies.)

Second, why not try and cut emissions? (we know how that sounds, the whole oil and gas industry is dead wrong.)

Third, what is the current energy policy in NJ? (you can't pollute in NJ.)

Fourth, what is the current policy in NJ for recreational marijuana? (we",99,64,0.6464646464646465,9.110063995014853,4.116669580158606e-20,Watermarked,1.0,73,0.6575342465753424,0.875,0.34246575342465757,1.864,1.864,1.864,,,,,,,,,,,,,,100,246.14767456,2.46147675,11.72210934
219,Current Adaptive Delta,adaptive,0.5,3.0,How refreshing! Republicans in Pennsylvania are looking at the impacs of the Marcellus Shale play and trying to come up with honest solutions for dealing with possible problems. One solution: a natural gas tax. This might help take care of the roads," and the problem of the economy. I would also like to suggest a gas tax. I'm aware of the problem of the economy and the lack of economic growth in Pennsylvania, but it seems real to me.

""we have a lot of oil,"" said Martinez. ""There are a lot of oil-producing regions with low oil prices, so it’s time for us to make sure our regions are not bogged down with drilling. I would also like to suggest a gas tax",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,83,0.6144578313253012,0.7926829268292683,0.3855421686746988,1.914853174686432,1.6180340051651,2.4774270057678223,8.634292932010688,8.634292932010688,2.95456981309701e-18,True,1.0,,,0.30284259413143816,0.3150120339170098,0.86,663.58,,,100,226.76115417,2.26761154,9.65630956
220,No Watermark,,,,"CAE, based in Montreal, announced a contract amendment with Gulf Aviation Academy (GAA) to provide a CAE 7000 Series Embraer 170/190 full-flight simulator (FFS). The change order amends a contract signed in June"," 2013 between GAA and CAE and allows CAE to use the Brazilian FFS aircraft for the first time.

The contract amendment will provide CAE with the opportunity to upgrade the CAE 7000 Series Embraer 170/190 FFS aircraft to the CAE 8200 series FFS aircraft.”

The CAE 7000 Series FFS aircraft features a dual-deck cockpit where the aircraft can be operated independently of a single crew member. All fuselage and cockpit segments are",99,25,0.25252525252525254,0.058025885318565944,0.4768640048788747,Human/Unwatermarked,0.0,74,0.6216216216216216,0.8904109589041096,0.3783783783783784,,,,-0.8435849099669025,2.026536383094206,0.8005493002296433,False,0.0,,,0.27628664297429695,0.3952099690027535,0.81,703.03,,,100,163.58389282,1.63583893,5.13376305
220,Fixed Delta 1.864,1.864,,,"CAE, based in Montreal, announced a contract amendment with Gulf Aviation Academy (GAA) to provide a CAE 7000 Series Embraer 170/190 full-flight simulator (FFS). The change order amends a contract signed in June", 2015 with GAA to provide a CAE 7000 Series Embraer 170/190 full-flight simulator (FFS). CAE has already received CAE's (Open Air Emergency Services) agreement with GAA to provide a GAA 737-300 Full-flight simulator (FFS). CAE's (Open Air Emergency Services) agreement with GAA to provide a GAA 737-300 Full-flight simulator (FFS) has already received CAE's (Open Air Emergency Services),99,55,0.5555555555555556,7.021132123546479,1.100388069780592e-12,Watermarked,0.9999999999988997,64,0.421875,0.5079365079365079,0.578125,1.864,1.864,1.864,,,,,,,,,,,,,,100,101.12954712,1.01129547,2.74916017
220,Current Adaptive Delta,adaptive,0.5,3.0,"CAE, based in Montreal, announced a contract amendment with Gulf Aviation Academy (GAA) to provide a CAE 7000 Series Embraer 170/190 full-flight simulator (FFS). The change order amends a contract signed in June", 2015 with GAA to provide a CAE 7000 Series Embraer 170/190 full-flight simulator (FFS). CAE has already received CAE's (Open Air Emergency Services) agreement with GAA to provide a GAA 737 TIR full-flight simulator (FFS). CAE's (Open Air Emergency Services) agreement with GAA to provide a GAA 737 TIR full-flight simulator (FFS) has already received CAE's (Open Air Emergency Services),99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,64,0.421875,0.5079365079365079,0.578125,1.7570099532604218,1.6180340051651,2.460359573364258,7.078493314357008,7.138341919525798,7.286507722596111e-13,True,0.9999999999992714,,,0.16226427423490197,0.6005152888316662,0.46,476.54,,,100,107.33032227,1.07330322,2.92502557
221,No Watermark,,,,Two suspects in a weekend stabbing near the Boise airport made their initial court appearances in Ada County Monday. Police say Jacob Gibson and Kyle Meyer are responsible for a stabbing in a hotel room near the Boise airport around 4:15 a.m. Saturday,".

Police say Gibson was carrying a knife on him, and Meyer was carrying a knife. They said both men left the scene before police could arrive.

Police said both men were found with stab wounds in their bodies. The investigation is ongoing.

Boeing said it has asked the Boise Police Department to secure the airport, and it is cooperating with law enforcement with the investigation.

The Boise airport is a major transportation hub for international flight service, and the airport is",99,23,0.23232323232323232,-0.4061811972299616,0.6576952657166102,Human/Unwatermarked,0.0,81,0.6296296296296297,0.8875,0.37037037037037035,,,,0.4007722518373559,1.401239501551506,0.3442939050461884,False,0.0,,,0.25645071043669354,0.2293993677943945,0.87,364.7,,,100,159.34777832,1.59347778,4.92083279
221,Fixed Delta 1.864,1.864,,,Two suspects in a weekend stabbing near the Boise airport made their initial court appearances in Ada County Monday. Police say Jacob Gibson and Kyle Meyer are responsible for a stabbing in a hotel room near the Boise airport around 4:15 a.m. Saturday,". The suspect, who police say is 29 years old, was stabbed in his ankle and left the area about five hours later. The two men later entered a backpack and left the area without scene injuries.",41,28,0.6829268292682927,6.401854406138769,7.675050551790001e-11,Watermarked,0.9999999999232495,36,0.8055555555555556,0.9142857142857143,0.19444444444444442,1.864,1.864,1.864,,,,,,,,,,,,,,41,100.48587036,2.45087489,11.59848965
221,Current Adaptive Delta,adaptive,0.5,3.0,Two suspects in a weekend stabbing near the Boise airport made their initial court appearances in Ada County Monday. Police say Jacob Gibson and Kyle Meyer are responsible for a stabbing in a hotel room near the Boise airport around 4:15 a.m. Saturday,". The suspect, who police say is 29 years old, was stabbed in the ankle and face by a member of the public who tried to rob the store. He is in fair condition. The suspect is still in custody. He is expected to appear at Ada County District Court shortly. It is unclear if he’ll be charged with murder.",70,45,0.6428571428571429,7.590721152765897,1.5906495620737293e-14,Watermarked,0.9999999999999841,60,0.75,0.9661016949152542,0.25,1.7908859790210994,1.6180340051651,2.2599592208862305,6.824163234070399,6.824163234070399,4.421963841625057e-12,True,0.999999999995578,,,0.23481306889954393,0.33455523344176546,0.8309859154929577,331.46478873239437,,,70,126.35575867,1.80508227,6.08047165
